timestamp, utilization.gpu [%], pstate, temperature.gpu, clocks.current.sm [MHz], power.draw [W]
2023/07/13 18:15:35.032, 100, P0, 35, 745, 103.08
2023/07/13 18:15:35.041, 100, P0, 35, 745, 103.08
2023/07/13 18:15:35.047, 100, P0, 35, 745, 103.08
2023/07/13 18:15:35.057, 100, P0, 35, 745, 103.08
2023/07/13 18:15:35.062, 100, P0, 35, 745, 103.08
2023/07/13 18:15:35.072, 100, P0, 35, 745, 103.08
2023/07/13 18:15:35.078, 100, P0, 35, 745, 103.18
2023/07/13 18:15:35.087, 100, P0, 35, 745, 103.18
2023/07/13 18:15:35.093, 100, P0, 35, 745, 103.08
2023/07/13 18:15:35.103, 100, P0, 35, 745, 103.08
2023/07/13 18:15:35.108, 100, P0, 35, 745, 103.08
2023/07/13 18:15:35.118, 100, P0, 35, 745, 103.08
2023/07/13 18:15:35.123, 100, P0, 35, 745, 103.08
2023/07/13 18:15:35.133, 100, P0, 35, 745, 103.08
2023/07/13 18:15:35.139, 100, P0, 35, 745, 103.18
2023/07/13 18:15:35.149, 100, P0, 35, 745, 103.18
2023/07/13 18:15:35.154, 100, P0, 35, 745, 103.18
2023/07/13 18:15:35.164, 100, P0, 35, 745, 103.18
2023/07/13 18:15:35.170, 100, P0, 35, 745, 103.18
2023/07/13 18:15:35.180, 100, P0, 35, 745, 103.18
2023/07/13 18:15:35.185, 100, P0, 35, 745, 103.18
2023/07/13 18:15:35.195, 100, P0, 35, 745, 103.18
2023/07/13 18:15:35.200, 100, P0, 35, 745, 103.18
2023/07/13 18:15:35.210, 100, P0, 35, 745, 103.18
2023/07/13 18:15:35.216, 100, P0, 35, 745, 103.18
2023/07/13 18:15:35.226, 100, P0, 35, 745, 103.18
2023/07/13 18:15:35.231, 100, P0, 35, 745, 103.27
2023/07/13 18:15:35.241, 100, P0, 35, 745, 103.27
2023/07/13 18:15:35.247, 100, P0, 35, 745, 103.27
2023/07/13 18:15:35.256, 100, P0, 35, 745, 103.27
2023/07/13 18:15:35.262, 100, P0, 35, 745, 103.27
2023/07/13 18:15:35.272, 100, P0, 35, 745, 103.27
2023/07/13 18:15:35.277, 100, P0, 35, 745, 103.27
2023/07/13 18:15:35.287, 100, P0, 35, 745, 103.27
2023/07/13 18:15:35.293, 100, P0, 35, 745, 103.27
2023/07/13 18:15:35.302, 100, P0, 35, 745, 103.27
2023/07/13 18:15:35.308, 100, P0, 35, 745, 103.18
2023/07/13 18:15:35.318, 100, P0, 35, 745, 103.18
2023/07/13 18:15:35.323, 100, P0, 35, 745, 103.18
2023/07/13 18:15:35.333, 100, P0, 35, 745, 103.18
2023/07/13 18:15:35.339, 100, P0, 35, 745, 103.18
2023/07/13 18:15:35.349, 100, P0, 35, 745, 103.18
2023/07/13 18:15:35.354, 100, P0, 35, 745, 103.18
2023/07/13 18:15:35.364, 100, P0, 35, 745, 103.18
2023/07/13 18:15:35.370, 100, P0, 35, 745, 103.27
2023/07/13 18:15:35.379, 100, P0, 35, 745, 103.27
2023/07/13 18:15:35.385, 100, P0, 35, 745, 103.27
2023/07/13 18:15:35.395, 100, P0, 35, 745, 103.27
2023/07/13 18:15:35.400, 100, P0, 35, 745, 103.37
2023/07/13 18:15:35.410, 100, P0, 35, 745, 103.37
2023/07/13 18:15:35.416, 100, P0, 35, 745, 103.37
2023/07/13 18:15:35.426, 100, P0, 35, 745, 103.37
2023/07/13 18:15:35.431, 100, P0, 35, 745, 103.37
2023/07/13 18:15:35.441, 100, P0, 35, 745, 103.37
2023/07/13 18:15:35.446, 100, P0, 35, 745, 103.37
2023/07/13 18:15:35.456, 100, P0, 35, 745, 103.37
2023/07/13 18:15:35.462, 100, P0, 35, 745, 103.37
2023/07/13 18:15:35.472, 100, P0, 35, 745, 103.37
2023/07/13 18:15:35.477, 100, P0, 35, 745, 103.37
2023/07/13 18:15:35.487, 100, P0, 35, 745, 103.37
2023/07/13 18:15:35.493, 100, P0, 35, 745, 103.37
2023/07/13 18:15:35.502, 100, P0, 35, 745, 103.37
2023/07/13 18:15:35.508, 100, P0, 35, 745, 103.37
2023/07/13 18:15:35.518, 100, P0, 35, 745, 103.37
2023/07/13 18:15:35.523, 100, P0, 35, 745, 103.37
2023/07/13 18:15:35.533, 100, P0, 35, 745, 103.37
