timestamp, utilization.gpu [%], pstate, temperature.gpu, clocks.current.sm [MHz], power.draw [W], power.draw.average [W], power.draw.instant [W]
2023/07/20 08:50:41.452, 0, P2, 62, 1695, 77.47, 77.47, 77.06
2023/07/20 08:50:41.458, 0, P2, 62, 1695, 77.47, 77.47, 77.06
2023/07/20 08:50:41.465, 0, P2, 62, 1695, 77.47, 77.47, 77.06
2023/07/20 08:50:41.472, 0, P2, 62, 1695, 77.47, 77.47, 77.06
2023/07/20 08:50:41.478, 0, P2, 62, 1695, 77.47, 77.47, 77.06
2023/07/20 08:50:41.485, 0, P2, 62, 1695, 77.47, 77.47, 77.06
2023/07/20 08:50:41.492, 0, P2, 62, 1695, 77.47, 77.47, 77.06
2023/07/20 08:50:41.498, 0, P2, 62, 1695, 77.47, 77.47, 77.06
2023/07/20 08:50:41.505, 0, P2, 62, 1695, 77.47, 77.47, 77.06
2023/07/20 08:50:41.512, 0, P2, 62, 1695, 77.47, 77.47, 77.06
2023/07/20 08:50:41.518, 0, P2, 62, 1695, 77.47, 77.47, 77.06
2023/07/20 08:50:41.525, 0, P2, 62, 1695, 77.47, 77.47, 77.06
2023/07/20 08:50:41.532, 0, P2, 62, 1695, 77.47, 77.47, 77.06
2023/07/20 08:50:41.538, 0, P2, 62, 1695, 77.47, 77.47, 77.06
2023/07/20 08:50:41.545, 0, P2, 62, 1695, 77.47, 77.47, 76.92
2023/07/20 08:50:41.552, 0, P2, 62, 1695, 77.47, 77.47, 76.92
2023/07/20 08:50:41.559, 0, P2, 62, 1695, 77.47, 77.47, 76.92
2023/07/20 08:50:41.565, 0, P2, 62, 1695, 77.47, 77.47, 76.92
2023/07/20 08:50:41.572, 0, P2, 62, 1695, 77.47, 77.47, 76.92
2023/07/20 08:50:41.579, 0, P2, 62, 1695, 77.47, 77.47, 76.92
2023/07/20 08:50:41.585, 0, P2, 62, 1695, 77.47, 77.47, 76.92
2023/07/20 08:50:41.592, 0, P2, 62, 1695, 77.47, 77.47, 76.92
2023/07/20 08:50:41.599, 0, P2, 62, 1695, 77.47, 77.47, 76.92
2023/07/20 08:50:41.606, 0, P2, 62, 1695, 77.47, 77.47, 76.92
2023/07/20 08:50:41.612, 0, P2, 62, 1695, 77.47, 77.47, 76.92
2023/07/20 08:50:41.619, 0, P2, 62, 1695, 77.47, 77.47, 76.92
2023/07/20 08:50:41.626, 0, P2, 62, 1695, 77.47, 77.47, 76.92
2023/07/20 08:50:41.632, 0, P2, 62, 1695, 77.47, 77.47, 76.92
2023/07/20 08:50:41.639, 0, P2, 62, 1695, 77.27, 77.27, 76.92
2023/07/20 08:50:41.650, 3, P2, 62, 1695, 77.86, 77.86, 83.33
2023/07/20 08:50:41.656, 3, P2, 62, 1695, 77.86, 77.86, 83.33
2023/07/20 08:50:41.663, 3, P2, 62, 1680, 77.86, 77.86, 83.33
2023/07/20 08:50:41.675, 3, P2, 63, 1680, 77.86, 77.86, 83.33
2023/07/20 08:50:41.682, 3, P2, 63, 1680, 77.86, 77.86, 83.33
2023/07/20 08:50:41.688, 3, P2, 63, 1680, 77.86, 77.86, 83.33
2023/07/20 08:50:41.695, 3, P2, 63, 1680, 77.86, 77.86, 83.33
2023/07/20 08:50:41.701, 3, P2, 63, 1680, 77.86, 77.86, 83.33
2023/07/20 08:50:41.707, 3, P2, 64, 1665, 77.86, 77.86, 83.33
2023/07/20 08:50:41.715, 3, P2, 64, 1665, 77.86, 77.86, 83.33
2023/07/20 08:50:41.721, 3, P2, 64, 1665, 77.86, 77.86, 83.33
2023/07/20 08:50:41.727, 3, P2, 64, 1665, 77.86, 77.86, 83.33
2023/07/20 08:50:41.736, 3, P2, 64, 1665, 77.86, 77.86, 83.33
2023/07/20 08:50:41.742, 3, P2, 64, 1665, 89.16, 89.16, 205.18
2023/07/20 08:50:41.748, 3, P2, 64, 1665, 89.16, 89.16, 205.18
2023/07/20 08:50:41.754, 3, P2, 64, 1665, 89.16, 89.16, 205.18
2023/07/20 08:50:41.760, 3, P2, 64, 1665, 89.16, 89.16, 205.18
2023/07/20 08:50:41.767, 3, P2, 65, 1665, 89.16, 89.16, 205.18
2023/07/20 08:50:41.773, 3, P2, 65, 1665, 89.16, 89.16, 205.18
2023/07/20 08:50:41.779, 3, P2, 65, 1665, 89.16, 89.16, 205.18
2023/07/20 08:50:41.785, 3, P2, 65, 1665, 89.16, 89.16, 205.18
2023/07/20 08:50:41.792, 3, P2, 65, 1665, 89.16, 89.16, 205.18
2023/07/20 08:50:41.799, 3, P2, 65, 1665, 89.16, 89.16, 205.18
2023/07/20 08:50:41.805, 3, P2, 65, 1665, 89.16, 89.16, 205.18
2023/07/20 08:50:41.812, 3, P2, 65, 1665, 89.16, 89.16, 205.18
2023/07/20 08:50:41.819, 3, P2, 65, 1665, 89.16, 89.16, 205.18
2023/07/20 08:50:41.825, 3, P2, 65, 1665, 89.16, 89.16, 205.18
2023/07/20 08:50:41.833, 3, P2, 65, 1665, 89.16, 89.16, 205.18
2023/07/20 08:50:41.839, 3, P2, 65, 1665, 89.16, 89.16, 205.18
2023/07/20 08:50:41.845, 100, P2, 65, 1665, 100.65, 100.65, 203.70
2023/07/20 08:50:41.856, 100, P2, 66, 1665, 100.65, 100.65, 203.70
2023/07/20 08:50:41.863, 100, P2, 66, 1665, 100.65, 100.65, 203.70
2023/07/20 08:50:41.872, 100, P2, 66, 1665, 100.65, 100.65, 203.70
2023/07/20 08:50:41.878, 100, P2, 66, 1665, 100.65, 100.65, 203.70
2023/07/20 08:50:41.884, 100, P2, 66, 1665, 100.65, 100.65, 203.70
2023/07/20 08:50:41.892, 100, P2, 66, 1665, 100.65, 100.65, 203.70
2023/07/20 08:50:41.899, 100, P2, 66, 1665, 100.65, 100.65, 203.70
2023/07/20 08:50:41.905, 100, P2, 66, 1665, 100.65, 100.65, 203.70
2023/07/20 08:50:41.912, 100, P2, 66, 1665, 100.65, 100.65, 203.70
2023/07/20 08:50:41.919, 100, P2, 66, 1665, 100.65, 100.65, 203.70
2023/07/20 08:50:41.925, 100, P2, 66, 1665, 100.65, 100.65, 203.70
2023/07/20 08:50:41.933, 100, P2, 66, 1665, 100.65, 100.65, 203.70
2023/07/20 08:50:41.939, 100, P2, 66, 1665, 100.65, 100.65, 203.70
2023/07/20 08:50:41.945, 100, P2, 66, 1665, 112.33, 112.33, 205.66
2023/07/20 08:50:41.953, 100, P2, 66, 1665, 112.33, 112.33, 205.66
2023/07/20 08:50:41.959, 100, P2, 66, 1665, 112.33, 112.33, 205.66
2023/07/20 08:50:41.965, 100, P2, 66, 1665, 112.33, 112.33, 205.66
2023/07/20 08:50:41.972, 100, P2, 66, 1665, 112.33, 112.33, 205.66
2023/07/20 08:50:41.979, 100, P2, 66, 1665, 112.33, 112.33, 205.66
2023/07/20 08:50:41.985, 100, P2, 66, 1665, 112.33, 112.33, 205.66
2023/07/20 08:50:41.992, 100, P2, 66, 1665, 112.33, 112.33, 205.66
2023/07/20 08:50:41.999, 100, P2, 66, 1665, 112.33, 112.33, 205.66
2023/07/20 08:50:42.005, 100, P2, 67, 1665, 112.33, 112.33, 205.66
2023/07/20 08:50:42.012, 100, P2, 67, 1665, 112.33, 112.33, 205.66
2023/07/20 08:50:42.019, 100, P2, 67, 1665, 112.33, 112.33, 205.66
2023/07/20 08:50:42.025, 100, P2, 67, 1665, 112.33, 112.33, 205.66
2023/07/20 08:50:42.033, 100, P2, 67, 1665, 112.33, 112.33, 205.66
2023/07/20 08:50:42.039, 100, P2, 67, 1665, 112.33, 112.33, 205.66
2023/07/20 08:50:42.045, 100, P2, 67, 1665, 124.05, 124.05, 206.21
